,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
307,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.043,0.0285,0.021,0.4883720930232559,17.135862913096698,1.0,0.0197745,1.8988409090909095,0.983952828780415,0.41584158415841593,0.4733629367197693,0.6126070991432069
306,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.0285,0.043,0.021,0.736842105263158,17.135862913096698,1.0,0.0197745,3.636600000000001,0.9692669656642893,0.41584158415841593,0.7250178738382006,0.6126070991432069
227,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.0275,0.051,0.023,0.8363636363636363,16.39928698752228,1.0,0.0215975,5.799444444444442,0.9655750530904212,0.4144144144144144,0.8275696905833891,0.6436720142602496
230,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.051,0.0275,0.023,0.45098039215686275,16.39928698752228,1.0,0.0215975,1.7713392857142856,0.9894854996105741,0.4144144144144144,0.43545541609960176,0.6436720142602496
308,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.0395,0.0325,0.021,0.5316455696202532,16.358325219084715,1.0,0.01971625,2.0657432432432437,0.9774794873701693,0.4117647058823529,0.5159127334576261,0.5888997078870497
305,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0325,0.0395,0.021,0.6461538461538462,16.358325219084712,1.0,0.01971625,2.7144565217391308,0.9704072843607727,0.4117647058823529,0.6316021303007249,0.5888997078870497
228,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.0285,0.05,0.023,0.8070175438596491,16.14035087719298,1.0,0.021575,4.922727272727271,0.965561995121842,0.4144144144144144,0.7968605724838411,0.6335087719298245
229,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.05,0.0285,0.023,0.45999999999999996,16.14035087719298,1.0,0.021575,1.799074074074074,0.9874141876430207,0.4144144144144144,0.44415851775604726,0.6335087719298245
221,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.03,0.051,0.0245,0.8166666666666668,16.01307189542484,1.0,0.02297,5.1763636363636385,0.9665474437197559,0.4336283185840709,0.8068141903758344,0.648529411764706
224,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.051,0.03,0.0245,0.48039215686274517,16.01307189542484,1.0,0.02297,1.866792452830189,0.987935743317348,0.4336283185840709,0.46432181119870636,0.648529411764706
280,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.0395,0.032,0.02,0.5063291139240507,15.822784810126583,1.0,0.018736,1.960820512820513,0.9753253513794897,0.3883495145631068,0.4900094152107961,0.5656645569620253
277,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.032,0.0395,0.02,0.625,15.822784810126581,1.0,0.018736,2.5613333333333332,0.9677685950413223,0.3883495145631068,0.6095783446121812,0.5656645569620253
14,frozenset({'RED/WHITE DOTS RUFFLED UMBRELLA'}),frozenset({'BLACK/BLUE DOTS RUFFLED UMBRELLA'}),0.0465,0.037,0.027,0.5806451612903226,15.693112467306017,1.0,0.0252795,2.2963846153846155,0.9819378896463322,0.4778761061946903,0.5645328777677285,0.6551874455100262
15,frozenset({'BLACK/BLUE DOTS RUFFLED UMBRELLA'}),frozenset({'RED/WHITE DOTS RUFFLED UMBRELLA'}),0.037,0.0465,0.027,0.7297297297297297,15.693112467306015,1.0,0.0252795,3.5279499999999997,0.9722510672666436,0.4778761061946903,0.7165492708229991,0.6551874455100262
266,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.043,0.032,0.021,0.4883720930232559,15.261627906976747,1.0,0.019624000000000003,1.8920000000000003,0.9764641488779421,0.38888888888888895,0.47145877378435525,0.5723110465116279
263,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.032,0.043,0.021,0.65625,15.261627906976745,1.0,0.019624000000000003,2.784,0.9653679653679654,0.38888888888888895,0.6408045977011494,0.5723110465116279
186,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.0315,0.05,0.024,0.7619047619047619,15.238095238095237,1.0,0.022425,3.9899999999999993,0.964765100671141,0.41739130434782606,0.7493734335839598,0.6209523809523809
187,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.05,0.0315,0.024,0.48,15.238095238095237,1.0,0.022425,1.8625,0.9835526315789473,0.41739130434782606,0.46308724832214765,0.6209523809523809
223,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.05,0.0325,0.0245,0.49,15.076923076923077,1.0,0.022875,1.8970588235294117,0.9828141783029001,0.4224137931034483,0.4728682170542636,0.6219230769230769
222,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.0325,0.05,0.0245,0.7538461538461538,15.076923076923077,1.0,0.022875,3.8593749999999996,0.9650371776617622,0.4224137931034483,0.7408906882591093,0.6219230769230769
318,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.032,0.0475,0.022,0.6875,14.473684210526315,1.0,0.020479999999999998,3.048,0.9616829451540195,0.38260869565217387,0.6719160104986877,0.575328947368421
323,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.0475,0.032,0.022,0.46315789473684205,14.473684210526313,1.0,0.020479999999999998,1.8031372549019604,0.977332378907182,0.38260869565217387,0.4454110482818617,0.575328947368421
184,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.033,0.051,0.024,0.7272727272727273,14.260249554367203,1.0,0.022317,3.4796666666666667,0.9616080661840745,0.4000000000000001,0.7126161509723153,0.5989304812834225
189,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.051,0.033,0.024,0.4705882352941177,14.260249554367203,1.0,0.022317,1.826555555555556,0.9798472075869336,0.4000000000000001,0.4525214429101528,0.5989304812834225
309,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.0475,0.0315,0.021,0.4421052631578948,14.035087719298247,1.0,0.01950375,1.735990566037736,0.9750656167979002,0.36206896551724144,0.4239600032606038,0.5543859649122808
304,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.0315,0.0475,0.021,0.6666666666666667,14.035087719298247,1.0,0.01950375,2.857500000000001,0.9589571502323179,0.36206896551724144,0.6500437445319336,0.5543859649122808
116,frozenset({'RETRO SPOT SMALL MILK JUG'}),frozenset({'RETRO SPOT LARGE MILK JUG'}),0.0405,0.0365,0.0205,0.5061728395061729,13.867749027566381,1.0,0.01902175,1.9510875,0.9670560124048349,0.3628318584070797,0.48746532382581514,0.5339083375613056
117,frozenset({'RETRO SPOT LARGE MILK JUG'}),frozenset({'RETRO SPOT SMALL MILK JUG'}),0.0365,0.0405,0.0205,0.5616438356164384,13.86774902756638,1.0,0.01902175,2.1888593750000003,0.9630412495095371,0.3628318584070797,0.5431410480629895,0.5339083375613056
328,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.021,0.069,0.02,0.9523809523809523,13.80262249827467,1.0,0.018551,19.55099999999998,0.9474463738508683,0.2857142857142857,0.9488517211395836,0.6211180124223602
357,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.069,0.021,0.02,0.28985507246376807,13.802622498274669,1.0,0.018551,1.3785918367346937,0.9962943071965629,0.2857142857142857,0.27462213734807767,0.6211180124223602
295,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.0475,0.033,0.0215,0.4526315789473684,13.716108452950557,1.0,0.0199325,1.7666346153846153,0.9733260086675213,0.3644067796610169,0.43395199477494145,0.5520733652312599
290,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})","frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.033,0.0475,0.0215,0.6515151515151514,13.716108452950555,1.0,0.0199325,2.7332608695652163,0.9587311512469638,0.3644067796610169,0.6341366420106577,0.5520733652312599
353,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.02,0.02,0.272108843537415,13.60544217687075,1.0,0.01853,1.346355140186916,1.0,0.272108843537415,0.25725392197695407,0.6360544217687075
332,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.02,0.0735,0.02,1.0,13.60544217687075,1.0,0.01853,inf,0.9454081632653062,0.272108843537415,1.0,0.6360544217687075
296,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.05,0.032,0.0215,0.42999999999999994,13.437499999999998,1.0,0.019899999999999998,1.6982456140350874,0.9742962056303549,0.3553719008264462,0.41115702479338834,0.5509374999999999
289,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.032,0.05,0.0215,0.6718749999999999,13.437499999999996,1.0,0.019899999999999998,2.8952380952380943,0.9561791274264847,0.3553719008264462,0.6546052631578946,0.5509374999999999
326,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.023,0.022,0.29931972789115646,13.013901212658977,1.0,0.020309499999999998,1.394359223300971,0.9963940538684197,0.29530201342281875,0.28282469589678244,0.6279207335107956
315,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.023,0.0735,0.022,0.9565217391304347,13.013901212658975,1.0,0.020309499999999998,21.30949999999996,0.9448915976551595,0.29530201342281875,0.9530725732654449,0.6279207335107956
327,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.069,0.0245,0.022,0.3188405797101449,13.013901212658975,1.0,0.020309499999999998,1.4321170212765957,0.9915779709012791,0.30769230769230765,0.3017330391698051,0.608399881691807
314,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.0245,0.069,0.022,0.8979591836734693,13.013901212658974,1.0,0.020309499999999998,9.12379999999999,0.9463445319416615,0.30769230769230765,0.8903965452991077,0.608399881691807
298,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.0225,0.0215,0.2925170068027211,13.000755857898715,1.0,0.01984625,1.381658653846154,0.9963101946560575,0.28859060402684555,0.27623223202324404,0.6240362811791382
287,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.0225,0.0735,0.0215,0.9555555555555555,13.000755857898715,1.0,0.01984625,20.84624999999997,0.9443287931957414,0.28859060402684555,0.9520297415602326,0.6240362811791382
286,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.024,0.069,0.0215,0.8958333333333333,12.983091787439612,1.0,0.019843999999999997,8.937599999999994,0.9456728936332442,0.3006993006993006,0.8881131399928391,0.6037137681159419
299,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.069,0.024,0.0215,0.31159420289855067,12.98309178743961,1.0,0.019843999999999997,1.4177684210526313,0.9913821097594483,0.3006993006993006,0.29466619149441664,0.6037137681159419
310,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.051,0.032,0.021,0.411764705882353,12.86764705882353,1.0,0.019368,1.6456000000000002,0.9718500677404788,0.3387096774193549,0.39231891103548866,0.5340073529411765
303,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.032,0.051,0.021,0.65625,12.86764705882353,1.0,0.019368,2.7607272727272725,0.9527744982290436,0.3387096774193549,0.6377766069546891,0.5340073529411765
257,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.069,0.0235,0.0205,0.2971014492753623,12.642614862781375,1.0,0.0188785,1.3892474226804123,0.9891540698435984,0.28472222222222227,0.28018581595019176,0.5847209374036386
244,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.0235,0.069,0.0205,0.8723404255319149,12.642614862781375,1.0,0.0188785,7.292833333333336,0.9430644536860114,0.28472222222222227,0.8628790822039902,0.5847209374036386
136,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.05,0.051,0.032,0.64,12.549019607843139,1.0,0.02945,2.636111111111111,0.96875,0.46376811594202894,0.6206533192834562,0.6337254901960785
137,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.051,0.05,0.032,0.627450980392157,12.549019607843139,1.0,0.02945,2.5500000000000007,0.9697708113804004,0.46376811594202894,0.607843137254902,0.6337254901960785
301,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.023,0.0735,0.021,0.9130434782608696,12.422360248447207,1.0,0.0193095,10.654750000000007,0.9411463664278403,0.27814569536423844,0.9061451465308901,0.5993788819875777
312,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.023,0.021,0.28571428571428575,12.422360248447207,1.0,0.0193095,1.3678000000000001,0.9924446842957366,0.27814569536423844,0.26889896183652584,0.5993788819875777
313,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.069,0.0245,0.021,0.30434782608695654,12.422360248447205,1.0,0.0193095,1.4022812500000001,0.9876476906552093,0.2896551724137931,0.2868762953223542,0.5807453416149069
300,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.0245,0.069,0.021,0.8571428571428572,12.422360248447205,1.0,0.0193095,6.517000000000003,0.9425935417734493,0.2896551724137931,0.846555163418751,0.5807453416149069
183,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.069,0.0245,0.021,0.30434782608695654,12.422360248447205,1.0,0.0193095,1.4022812500000001,0.9876476906552093,0.2896551724137931,0.2868762953223542,0.5807453416149069
178,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.0245,0.069,0.021,0.8571428571428572,12.422360248447205,1.0,0.0193095,6.517000000000003,0.9425935417734493,0.2896551724137931,0.846555163418751,0.5807453416149069
236,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.0275,0.025,0.34013605442176875,12.368583797155228,1.0,0.022978750000000003,1.4737886597938146,0.9920669185105235,0.3289473684210527,0.32147666264449226,0.6246134817563389
233,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.0275,0.0735,0.025,0.9090909090909092,12.368583797155228,1.0,0.022978750000000003,10.191500000000008,0.9451413881748073,0.3289473684210527,0.9018790168277487,0.6246134817563389
242,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.0285,0.0255,0.3469387755102041,12.17329036877909,1.0,0.02340525,1.487609375,0.990666962953557,0.3333333333333333,0.3277805203398909,0.6208378088077335
239,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.0285,0.0735,0.0255,0.894736842105263,12.17329036877909,1.0,0.02340525,8.801749999999991,0.9447791468620387,0.3333333333333333,0.8863862300110772,0.6208378088077335
256,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.023,0.0205,0.27891156462585037,12.12658976634132,1.0,0.0188095,1.3548962264150946,0.9903255103786872,0.26973684210526316,0.2619360948063975,0.5851079562259687
245,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.023,0.0735,0.0205,0.891304347826087,12.12658976634132,1.0,0.0188095,8.523800000000005,0.9391367301595226,0.26973684210526316,0.8826814331636126,0.5851079562259687
232,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.03,0.069,0.025,0.8333333333333334,12.077294685990339,1.0,0.022930000000000002,5.586000000000001,0.9455670103092785,0.33783783783783783,0.8209810239885427,0.5978260869565217
272,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.024,0.069,0.02,0.8333333333333334,12.077294685990339,1.0,0.018344,5.586000000000001,0.9397540983606557,0.27397260273972607,0.8209810239885427,0.5615942028985508
237,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.069,0.03,0.025,0.36231884057971014,12.077294685990339,1.0,0.022930000000000002,1.5211363636363637,0.9851772287862512,0.33783783783783783,0.3425967428656806,0.5978260869565217
285,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.069,0.024,0.02,0.28985507246376807,12.077294685990337,1.0,0.018344,1.3743673469387754,0.9851772287862512,0.27397260273972607,0.27239249227845086,0.5615942028985508
271,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.0735,0.024,0.021,0.28571428571428575,11.904761904761907,1.0,0.019236000000000003,1.3664,0.988667026443605,0.27450980392156865,0.2681498829039813,0.5803571428571429
258,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.024,0.0735,0.021,0.875,11.904761904761905,1.0,0.019236000000000003,7.412,0.9385245901639345,0.27450980392156865,0.8650836481381543,0.5803571428571429
82,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED SPOTTY'}),0.0425,0.05,0.025,0.5882352941176471,11.76470588235294,1.0,0.022875,2.307142857142857,0.9556135770234987,0.37037037037037035,0.56656346749226,0.5441176470588236
83,frozenset({'LUNCH BAG RED SPOTTY'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05,0.0425,0.025,0.5,11.76470588235294,1.0,0.022875,1.915,0.9631578947368421,0.37037037037037035,0.47780678851174935,0.5441176470588236
182,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0735,0.0245,0.021,0.28571428571428575,11.661807580174928,1.0,0.01919925,1.3657000000000001,0.9867781975175391,0.27272727272727276,0.2677747675184887,0.5714285714285715
179,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.0245,0.0735,0.021,0.8571428571428572,11.661807580174928,1.0,0.01919925,6.485500000000003,0.9372116863147103,0.27272727272727276,0.8458098835864621,0.5714285714285715
212,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.051,0.0395,0.023,0.45098039215686275,11.41722511789526,1.0,0.0209855,1.7494821428571428,0.9614468319054383,0.34074074074074073,0.42840228230802996,0.5166294365847605
209,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.0395,0.051,0.023,0.5822784810126582,11.41722511789526,1.0,0.0209855,2.271848484848485,0.9499354955525882,0.34074074074074073,0.559829800856331,0.5166294365847605
